timestamp,open,high,low,close,volume
2025-05-06 15:11:00,3.2339,3.2404,3.2334,3.2394,66827.0
2025-05-06 15:12:00,3.2393,3.2406,3.2314,3.2355,268421.0
2025-05-06 15:13:00,3.2356,3.2394,3.2332,3.2383,196589.0
2025-05-06 15:14:00,3.2381,3.2405,3.2348,3.2401,37612.0
2025-05-06 15:15:00,3.24,3.2421,3.2371,3.2389,64186.0
2025-05-06 15:16:00,3.239,3.2494,3.2384,3.2494,144031.0
2025-05-06 15:17:00,3.2484,3.2484,3.2345,3.244,63379.0
2025-05-06 15:18:00,3.2435,3.2487,3.2424,3.2476,53374.0
2025-05-06 15:19:00,3.2477,3.2583,3.247,3.2567,167484.0
2025-05-06 15:20:00,3.2572,3.2604,3.2572,3.2584,54811.0
2025-05-06 15:21:00,3.2583,3.2632,3.253,3.2547,95077.0
2025-05-06 15:22:00,3.2547,3.2598,3.2547,3.2568,49429.0
2025-05-06 15:23:00,3.2575,3.2638,3.2575,3.2635,50110.0
2025-05-06 15:24:00,3.2631,3.2654,3.2613,3.2637,62657.0
2025-05-06 15:25:00,3.2638,3.265,3.2599,3.2621,55761.0
2025-05-06 15:26:00,3.262,3.2674,3.2609,3.2672,53508.0
2025-05-06 15:27:00,3.2671,3.2671,3.2607,3.2607,36102.0
2025-05-06 15:28:00,3.2607,3.2611,3.2577,3.2604,31049.0
2025-05-06 15:29:00,3.2603,3.2623,3.2587,3.2608,29712.0
2025-05-06 15:30:00,3.2607,3.2662,3.258,3.26,113803.0
2025-05-06 15:31:00,3.2598,3.2627,3.2516,3.2528,45256.0
2025-05-06 15:32:00,3.2529,3.2541,3.2496,3.2528,53934.0
2025-05-06 15:33:00,3.2528,3.2618,3.2499,3.2614,75222.0
2025-05-06 15:34:00,3.2611,3.2625,3.2581,3.2622,92500.0
2025-05-06 15:35:00,3.2621,3.2657,3.2582,3.2589,103520.0
2025-05-06 15:36:00,3.2586,3.2617,3.2562,3.2607,75955.0
2025-05-06 15:37:00,3.2607,3.2634,3.2567,3.2607,64901.0
2025-05-06 15:38:00,3.2614,3.2627,3.258,3.2581,24582.0
2025-05-06 15:39:00,3.2581,3.2618,3.2581,3.2598,101408.0
2025-05-06 15:40:00,3.2597,3.2646,3.2597,3.2628,50082.0
2025-05-06 15:41:00,3.2627,3.2663,3.2586,3.2586,56598.0
2025-05-06 15:42:00,3.2584,3.2591,3.2512,3.2524,132580.0
2025-05-06 15:43:00,3.2525,3.2527,3.2475,3.2494,88442.0
2025-05-06 15:44:00,3.2493,3.2493,3.2472,3.2479,37971.0
