timestamp,open,high,low,close,volume
2025-05-06 15:11:00,16.975,17.029,16.975,17.025,1024.9
2025-05-06 15:12:00,17.023,17.03,17.015,17.026,131.4
2025-05-06 15:13:00,17.025,17.064,17.023,17.064,96.2
2025-05-06 15:14:00,17.066,17.083,17.051,17.083,106.6
2025-05-06 15:15:00,17.083,17.085,17.057,17.057,183.3
2025-05-06 15:16:00,17.06,17.083,17.044,17.071,201.8
2025-05-06 15:17:00,17.067,17.071,17.021,17.071,1193.1
2025-05-06 15:18:00,17.072,17.108,17.072,17.102,97.3
2025-05-06 15:19:00,17.102,17.14,17.096,17.14,113.1
2025-05-06 15:20:00,17.141,17.169,17.138,17.149,1003.1
2025-05-06 15:21:00,17.144,17.16,17.112,17.112,115.7
2025-05-06 15:22:00,17.113,17.129,17.112,17.112,170.7
2025-05-06 15:23:00,17.108,17.162,17.108,17.162,371.9
2025-05-06 15:24:00,17.167,17.184,17.167,17.172,305.1
2025-05-06 15:25:00,17.185,17.186,17.157,17.17,69.0
2025-05-06 15:26:00,17.171,17.23,17.157,17.219,2067.4
2025-05-06 15:27:00,17.22,17.229,17.185,17.203,1519.9
2025-05-06 15:28:00,17.191,17.196,17.172,17.196,178.7
2025-05-06 15:29:00,17.198,17.201,17.182,17.183,104.4
2025-05-06 15:30:00,17.185,17.234,17.177,17.203,550.0
2025-05-06 15:31:00,17.206,17.222,17.181,17.191,647.3
2025-05-06 15:32:00,17.195,17.214,17.182,17.214,334.1
2025-05-06 15:33:00,17.214,17.273,17.194,17.273,361.4
2025-05-06 15:34:00,17.26,17.282,17.253,17.271,1247.9
2025-05-06 15:35:00,17.274,17.301,17.267,17.282,1547.9
2025-05-06 15:36:00,17.283,17.284,17.26,17.277,687.9
2025-05-06 15:37:00,17.281,17.286,17.251,17.269,420.0
2025-05-06 15:38:00,17.271,17.293,17.271,17.286,621.5
2025-05-06 15:39:00,17.289,17.293,17.274,17.287,77.5
2025-05-06 15:40:00,17.289,17.309,17.284,17.296,207.8
2025-05-06 15:41:00,17.303,17.319,17.265,17.266,274.4
2025-05-06 15:42:00,17.266,17.278,17.232,17.25,489.5
2025-05-06 15:43:00,17.249,17.253,17.218,17.23,190.0
2025-05-06 15:44:00,17.227,17.23,17.224,17.228,34.9
2025-05-06 15:45:00,17.23,17.245,17.197,17.199,1049.5
2025-05-06 15:46:00,17.205,17.211,17.184,17.202,364.9
2025-05-06 15:47:00,17.206,17.221,17.175,17.177,141.5
2025-05-06 15:48:00,17.186,17.197,17.182,17.188,47.1
2025-05-06 15:49:00,17.191,17.204,17.187,17.19,61.6
2025-05-06 15:50:00,17.192,17.216,17.191,17.194,72.5
2025-05-06 15:51:00,17.198,17.204,17.147,17.156,204.5
2025-05-06 15:52:00,17.159,17.167,17.149,17.152,179.3
2025-05-06 15:53:00,17.154,17.159,17.131,17.131,47.9
2025-05-06 15:54:00,17.132,17.14,17.124,17.127,142.3
2025-05-06 15:55:00,17.125,17.142,17.125,17.138,458.4
2025-05-06 15:56:00,17.141,17.152,17.127,17.128,73.7
2025-05-06 15:57:00,17.129,17.155,17.124,17.155,110.9
2025-05-06 15:58:00,17.162,17.163,17.147,17.147,113.5
2025-05-06 15:59:00,17.145,17.155,17.127,17.155,103.0
2025-05-06 16:00:00,17.152,17.152,17.088,17.107,1477.1
2025-05-06 16:01:00,17.106,17.108,17.079,17.092,261.4
2025-05-06 16:02:00,17.095,17.117,17.079,17.113,616.3
2025-05-06 16:03:00,17.113,17.113,17.038,17.059,236.4
2025-05-06 16:04:00,17.06,17.119,17.06,17.088,392.4
2025-05-06 16:05:00,17.085,17.115,17.082,17.092,476.9
2025-05-06 16:06:00,17.089,17.089,17.039,17.051,119.0
2025-05-06 16:07:00,17.048,17.061,17.048,17.052,44.9
2025-05-06 16:08:00,17.044,17.058,17.02,17.03,1039.3
2025-05-06 16:09:00,17.03,17.039,17.001,17.001,243.8
2025-05-06 16:10:00,16.999,17.028,16.984,17.028,446.8
2025-05-06 16:11:00,17.019,17.066,17.016,17.066,546.8
2025-05-06 16:12:00,17.068,17.118,17.068,17.109,682.8
2025-05-06 16:13:00,17.112,17.198,17.112,17.184,400.4
2025-05-06 16:14:00,17.191,17.225,17.188,17.215,302.2
2025-05-06 16:15:00,17.219,17.231,17.176,17.176,207.9
2025-05-06 16:16:00,17.169,17.169,17.115,17.115,499.1
2025-05-06 16:17:00,17.116,17.164,17.092,17.164,1178.7
2025-05-06 16:18:00,17.169,17.178,17.126,17.149,134.2
2025-05-06 16:19:00,17.149,17.156,17.135,17.137,197.7
2025-05-06 16:20:00,17.137,17.166,17.088,17.098,312.4
2025-05-06 16:21:00,17.097,17.097,17.052,17.072,275.1
2025-05-06 16:22:00,17.068,17.081,17.06,17.066,253.6
2025-05-06 16:23:00,17.067,17.084,17.054,17.074,174.9
2025-05-06 16:24:00,17.065,17.065,17.035,17.039,248.9
2025-05-06 16:25:00,17.044,17.058,17.028,17.058,547.6
2025-05-06 16:26:00,17.058,17.075,17.045,17.046,165.7
2025-05-06 16:27:00,17.049,17.072,17.027,17.036,108.1
2025-05-06 16:28:00,17.034,17.072,17.029,17.053,85.5
2025-05-06 16:29:00,17.066,17.074,17.054,17.054,283.8
2025-05-06 16:30:00,17.06,17.078,17.052,17.074,390.6
2025-05-06 16:31:00,17.074,17.074,17.06,17.07,127.6
2025-05-06 16:32:00,17.072,17.087,17.035,17.063,288.4
2025-05-06 16:33:00,17.067,17.131,17.067,17.124,73.7
2025-05-06 16:34:00,17.123,17.124,17.073,17.1,162.8
2025-05-06 16:35:00,17.097,17.112,17.079,17.084,95.4
2025-05-06 16:36:00,17.084,17.09,17.062,17.086,145.1
2025-05-06 16:37:00,17.081,17.081,17.052,17.068,304.3
2025-05-06 16:38:00,17.068,17.136,17.068,17.117,320.8
2025-05-06 16:39:00,17.115,17.115,17.07,17.072,39.3
2025-05-06 16:40:00,17.068,17.096,17.046,17.088,1130.6
2025-05-06 16:41:00,17.093,17.098,17.079,17.092,315.5
2025-05-06 16:42:00,17.087,17.087,17.05,17.068,493.4
2025-05-06 16:43:00,17.069,17.084,17.058,17.069,285.9
2025-05-06 16:44:00,17.068,17.068,17.006,17.013,350.0
2025-05-06 16:45:00,17.003,17.004,16.979,17.002,464.5
2025-05-06 16:46:00,17.003,17.024,16.982,17.0,154.9
2025-05-06 16:47:00,17.0,17.024,16.995,17.024,86.6
2025-05-06 16:48:00,17.023,17.024,17.008,17.013,49.3
2025-05-06 16:49:00,17.014,17.014,16.981,16.981,63.9
2025-05-06 16:50:00,16.978,16.978,16.933,16.944,913.8
2025-05-06 16:51:00,16.937,16.96,16.935,16.939,180.1
2025-05-06 16:52:00,16.941,16.965,16.941,16.965,102.5
2025-05-06 16:53:00,16.967,16.978,16.96,16.961,45.5
2025-05-06 16:54:00,16.965,16.994,16.965,16.983,51.2
2025-05-06 16:55:00,16.98,16.982,16.948,16.949,62.8
2025-05-06 16:56:00,16.945,16.952,16.923,16.929,224.0
2025-05-06 16:57:00,16.932,16.939,16.915,16.934,208.7
