timestamp,open,high,low,close,volume
2025-05-06 15:11:00,9.026,9.045,9.026,9.045,1308.5
2025-05-06 15:12:00,9.042,9.049,9.04,9.047,193.0
2025-05-06 15:13:00,9.048,9.058,9.048,9.058,183.4
2025-05-06 15:14:00,9.059,9.068,9.051,9.068,264.3
2025-05-06 15:15:00,9.068,9.07,9.055,9.055,106.1
2025-05-06 15:16:00,9.055,9.069,9.054,9.06,206.8
2025-05-06 15:17:00,9.066,9.067,9.043,9.067,149.6
2025-05-06 15:18:00,9.069,9.086,9.069,9.078,61.2
2025-05-06 15:19:00,9.082,9.104,9.082,9.1,227.2
2025-05-06 15:20:00,9.102,9.108,9.102,9.105,153.5
2025-05-06 15:21:00,9.104,9.114,9.09,9.09,522.7
2025-05-06 15:22:00,9.091,9.101,9.091,9.097,90.8
2025-05-06 15:23:00,9.09,9.103,9.09,9.103,238.3
2025-05-06 15:24:00,9.106,9.115,9.106,9.109,81.1
2025-05-06 15:25:00,9.112,9.115,9.105,9.107,67.4
2025-05-06 15:26:00,9.109,9.118,9.106,9.117,350.9
2025-05-06 15:27:00,9.117,9.117,9.107,9.107,331.9
2025-05-06 15:28:00,9.104,9.111,9.103,9.107,149.5
2025-05-06 15:29:00,9.106,9.109,9.105,9.108,77.2
2025-05-06 15:30:00,9.105,9.117,9.105,9.108,132.0
2025-05-06 15:31:00,9.109,9.112,9.102,9.102,155.8
2025-05-06 15:32:00,9.101,9.112,9.101,9.112,16.3
2025-05-06 15:33:00,9.108,9.128,9.1,9.128,137.2
2025-05-06 15:34:00,9.125,9.141,9.123,9.139,416.3
2025-05-06 15:35:00,9.139,9.14,9.134,9.135,322.0
2025-05-06 15:36:00,9.132,9.136,9.128,9.134,1024.4
2025-05-06 15:37:00,9.134,9.134,9.124,9.129,213.0
2025-05-06 15:38:00,9.13,9.134,9.124,9.124,279.0
2025-05-06 15:39:00,9.126,9.127,9.121,9.123,239.8
2025-05-06 15:40:00,9.121,9.121,9.108,9.113,136.6
2025-05-06 15:41:00,9.114,9.118,9.107,9.109,167.7
2025-05-06 15:42:00,9.108,9.108,9.082,9.086,219.6
2025-05-06 15:43:00,9.084,9.084,9.073,9.076,80.7
2025-05-06 15:44:00,9.075,9.077,9.072,9.072,1311.1
2025-05-06 15:45:00,9.073,9.075,9.069,9.069,54.6
2025-05-06 15:46:00,9.068,9.068,9.057,9.062,597.3
2025-05-06 15:47:00,9.06,9.067,9.049,9.05,175.8
2025-05-06 15:48:00,9.051,9.061,9.051,9.058,36.6
2025-05-06 15:49:00,9.058,9.059,9.056,9.058,57.0
2025-05-06 15:50:00,9.057,9.059,9.052,9.052,140.3
2025-05-06 15:51:00,9.05,9.05,9.039,9.04,166.6
2025-05-06 15:52:00,9.041,9.047,9.039,9.039,209.5
2025-05-06 15:53:00,9.038,9.041,9.026,9.026,185.8
2025-05-06 15:54:00,9.024,9.028,9.018,9.019,774.3
2025-05-06 15:55:00,9.018,9.029,9.018,9.027,500.6
2025-05-06 15:56:00,9.029,9.032,9.026,9.026,38.8
2025-05-06 15:57:00,9.027,9.04,9.026,9.04,309.6
2025-05-06 15:58:00,9.042,9.044,9.034,9.034,92.9
2025-05-06 15:59:00,9.034,9.039,9.029,9.039,131.8
2025-05-06 16:00:00,9.039,9.039,9.031,9.034,131.5
