timestamp,open,high,low,close,volume
2025-05-06 15:11:00,19.521,19.547,19.516,19.547,580.0
2025-05-06 15:12:00,19.546,19.548,19.533,19.546,730.7
2025-05-06 15:13:00,19.546,19.574,19.539,19.574,985.6
2025-05-06 15:14:00,19.576,19.606,19.57,19.606,1839.1
2025-05-06 15:15:00,19.61,19.614,19.594,19.597,474.9
2025-05-06 15:16:00,19.599,19.61,19.581,19.596,334.1
2025-05-06 15:17:00,19.6,19.606,19.561,19.606,494.9
2025-05-06 15:18:00,19.609,19.648,19.609,19.632,1160.9
2025-05-06 15:19:00,19.632,19.664,19.632,19.655,4188.5
2025-05-06 15:20:00,19.657,19.673,19.657,19.661,1302.0
2025-05-06 15:21:00,19.657,19.67,19.651,19.654,2000.9
2025-05-06 15:22:00,19.654,19.669,19.654,19.654,265.0
2025-05-06 15:23:00,19.654,19.687,19.654,19.682,792.9
2025-05-06 15:24:00,19.684,19.706,19.682,19.696,398.1
2025-05-06 15:25:00,19.7,19.707,19.688,19.699,839.7
2025-05-06 15:26:00,19.7,19.714,19.697,19.713,655.9
2025-05-06 15:27:00,19.713,19.72,19.703,19.703,1029.6
2025-05-06 15:28:00,19.702,19.702,19.69,19.699,415.0
2025-05-06 15:29:00,19.701,19.715,19.701,19.711,317.7
2025-05-06 15:30:00,19.71,19.727,19.707,19.714,1553.6
2025-05-06 15:31:00,19.715,19.728,19.691,19.693,346.7
2025-05-06 15:32:00,19.691,19.701,19.686,19.7,2722.7
2025-05-06 15:33:00,19.7,19.74,19.686,19.74,1369.1
2025-05-06 15:34:00,19.74,19.783,19.736,19.772,3309.4
2025-05-06 15:35:00,19.769,19.787,19.759,19.764,4728.9
2025-05-06 15:36:00,19.764,19.77,19.748,19.757,4738.9
2025-05-06 15:37:00,19.757,19.757,19.731,19.744,1467.7
2025-05-06 15:38:00,19.742,19.754,19.736,19.736,620.4
2025-05-06 15:39:00,19.738,19.756,19.729,19.756,1040.5
2025-05-06 15:40:00,19.749,19.756,19.738,19.747,1014.5
2025-05-06 15:41:00,19.748,19.753,19.726,19.726,876.0
2025-05-06 15:42:00,19.725,19.725,19.694,19.702,1265.5
2025-05-06 15:43:00,19.704,19.704,19.668,19.67,2106.1
2025-05-06 15:44:00,19.67,19.676,19.659,19.673,934.8
2025-05-06 15:45:00,19.672,19.674,19.658,19.666,513.2
2025-05-06 15:46:00,19.665,19.68,19.652,19.676,577.6
2025-05-06 15:47:00,19.676,19.689,19.647,19.65,1178.2
2025-05-06 15:48:00,19.652,19.664,19.652,19.66,394.7
2025-05-06 15:49:00,19.662,19.67,19.662,19.664,240.5
2025-05-06 15:50:00,19.662,19.666,19.635,19.636,831.7
2025-05-06 15:51:00,19.64,19.646,19.618,19.629,1072.5
2025-05-06 15:52:00,19.625,19.636,19.618,19.624,662.3
2025-05-06 15:53:00,19.626,19.63,19.599,19.599,478.6
2025-05-06 15:54:00,19.598,19.601,19.58,19.582,467.6
2025-05-06 15:55:00,19.581,19.606,19.581,19.599,782.4
2025-05-06 15:56:00,19.602,19.613,19.594,19.602,377.6
2025-05-06 15:57:00,19.606,19.644,19.601,19.644,371.8
2025-05-06 15:58:00,19.644,19.644,19.628,19.628,240.5
2025-05-06 15:59:00,19.626,19.642,19.62,19.642,223.1
2025-05-06 16:00:00,19.644,19.66,19.615,19.615,3662.1
2025-05-06 16:01:00,19.614,19.615,19.598,19.603,1565.9
2025-05-06 16:02:00,19.604,19.625,19.596,19.623,1303.6
2025-05-06 16:03:00,19.623,19.623,19.57,19.579,1757.8
2025-05-06 16:04:00,19.578,19.614,19.578,19.578,754.6
2025-05-06 16:05:00,19.578,19.616,19.576,19.615,926.6
2025-05-06 16:06:00,19.615,19.615,19.564,19.564,889.0
2025-05-06 16:07:00,19.564,19.592,19.564,19.588,725.9
2025-05-06 16:08:00,19.587,19.592,19.569,19.569,2837.6
2025-05-06 16:09:00,19.568,19.568,19.538,19.544,3116.2
2025-05-06 16:10:00,19.541,19.565,19.541,19.552,507.0
2025-05-06 16:11:00,19.555,19.595,19.553,19.595,2477.2
2025-05-06 16:12:00,19.598,19.644,19.598,19.62,706.3
2025-05-06 16:13:00,19.624,19.713,19.624,19.695,3110.1
2025-05-06 16:14:00,19.695,19.74,19.695,19.729,1585.4
2025-05-06 16:15:00,19.73,19.741,19.696,19.696,2975.9
2025-05-06 16:16:00,19.695,19.698,19.663,19.676,1047.8
2025-05-06 16:17:00,19.678,19.728,19.678,19.728,1058.4
2025-05-06 16:18:00,19.73,19.737,19.696,19.716,647.5
2025-05-06 16:19:00,19.715,19.718,19.651,19.651,8147.2
2025-05-06 16:20:00,19.651,19.679,19.636,19.64,2636.7
2025-05-06 16:21:00,19.641,19.644,19.616,19.626,3339.7
2025-05-06 16:22:00,19.625,19.638,19.615,19.627,3477.2
2025-05-06 16:23:00,19.628,19.64,19.62,19.632,590.6
2025-05-06 16:24:00,19.63,19.63,19.578,19.583,1577.1
2025-05-06 16:25:00,19.586,19.607,19.581,19.606,1040.4
2025-05-06 16:26:00,19.608,19.634,19.608,19.612,1411.2
2025-05-06 16:27:00,19.614,19.637,19.592,19.596,710.0
2025-05-06 16:28:00,19.595,19.626,19.595,19.617,768.9
2025-05-06 16:29:00,19.619,19.623,19.61,19.617,890.4
2025-05-06 16:30:00,19.616,19.63,19.61,19.625,892.4
2025-05-06 16:31:00,19.627,19.632,19.612,19.632,1066.0
2025-05-06 16:32:00,19.634,19.643,19.601,19.629,3305.7
2025-05-06 16:33:00,19.631,19.687,19.631,19.68,1866.0
