timestamp,open,high,low,close,volume
2025-05-06 15:11:00,0.1263,0.1264,0.1263,0.1264,5158.0
2025-05-06 15:12:00,0.1264,0.1264,0.1263,0.1264,6450.0
2025-05-06 15:13:00,0.1263,0.1266,0.1263,0.1266,4912.0
2025-05-06 15:14:00,0.1267,0.1268,0.1265,0.1268,36260.0
2025-05-06 15:15:00,0.1269,0.127,0.1268,0.1269,16964.0
2025-05-06 15:16:00,0.1268,0.1269,0.1264,0.1266,53559.0
2025-05-06 15:17:00,0.1265,0.1265,0.1262,0.1265,77574.0
2025-05-06 15:18:00,0.1266,0.1268,0.1265,0.1267,25792.0
2025-05-06 15:19:00,0.1267,0.1269,0.1267,0.1269,14786.0
2025-05-06 15:20:00,0.127,0.1271,0.127,0.1271,4983.0
2025-05-06 15:21:00,0.1271,0.1272,0.1269,0.1269,55636.0
2025-05-06 15:22:00,0.127,0.1271,0.1269,0.1271,13878.0
2025-05-06 15:23:00,0.1271,0.1274,0.1271,0.1274,10004.0
2025-05-06 15:24:00,0.1275,0.1276,0.1273,0.1274,46784.0
2025-05-06 15:25:00,0.1275,0.1276,0.1274,0.1276,23572.0
2025-05-06 15:26:00,0.1276,0.1277,0.1275,0.1277,31777.0
2025-05-06 15:27:00,0.1276,0.1276,0.1274,0.1274,20401.0
2025-05-06 15:28:00,0.1273,0.1273,0.1271,0.1273,27637.0
2025-05-06 15:29:00,0.1273,0.1273,0.1272,0.1272,15570.0
2025-05-06 15:30:00,0.1272,0.1279,0.1272,0.1277,611000.0
2025-05-06 15:31:00,0.1277,0.1278,0.1275,0.1275,100093.0
2025-05-06 15:32:00,0.1275,0.1277,0.1275,0.1277,27746.0
2025-05-06 15:33:00,0.1276,0.1282,0.1276,0.1282,91732.0
2025-05-06 15:34:00,0.1281,0.1284,0.1281,0.1282,88436.0
2025-05-06 15:35:00,0.1282,0.1283,0.1281,0.1282,66563.0
2025-05-06 15:36:00,0.1282,0.1282,0.128,0.1281,22071.0
2025-05-06 15:37:00,0.1281,0.1281,0.1279,0.128,55133.0
2025-05-06 15:38:00,0.1279,0.1282,0.1279,0.1281,31813.0
2025-05-06 15:39:00,0.1281,0.1281,0.128,0.1281,21160.0
2025-05-06 15:40:00,0.128,0.128,0.1278,0.1278,152623.0
2025-05-06 15:41:00,0.1278,0.1279,0.1276,0.1276,71710.0
2025-05-06 15:42:00,0.1276,0.1276,0.1272,0.1274,182623.0
2025-05-06 15:43:00,0.1274,0.1274,0.1271,0.1272,16673.0
2025-05-06 15:44:00,0.1272,0.1273,0.1271,0.1273,23716.0
2025-05-06 15:45:00,0.1272,0.1272,0.1271,0.1271,76068.0
2025-05-06 15:46:00,0.127,0.1271,0.1269,0.1271,6967.0
2025-05-06 15:47:00,0.1271,0.1272,0.127,0.127,13462.0
2025-05-06 15:48:00,0.127,0.127,0.1269,0.127,25081.0
2025-05-06 15:49:00,0.1269,0.127,0.1269,0.1269,3848.0
2025-05-06 15:50:00,0.127,0.1271,0.1268,0.1268,28079.0
2025-05-06 15:51:00,0.1268,0.1268,0.1266,0.1267,40284.0
2025-05-06 15:52:00,0.1267,0.1268,0.1266,0.1267,23653.0
2025-05-06 15:53:00,0.1267,0.1267,0.1267,0.1267,1580.0
2025-05-06 15:54:00,0.1266,0.1267,0.1266,0.1266,7214.0
2025-05-06 15:55:00,0.1265,0.1266,0.1265,0.1265,48936.0
2025-05-06 15:56:00,0.1266,0.1266,0.1265,0.1265,5953.0
