timestamp,open,high,low,close,volume
2025-05-06 15:11:00,13.34,13.357,13.339,13.353,4574.0
2025-05-06 15:12:00,13.351,13.357,13.344,13.354,1023.0
2025-05-06 15:13:00,13.353,13.378,13.351,13.378,8520.0
2025-05-06 15:14:00,13.379,13.39,13.368,13.39,977.0
2025-05-06 15:15:00,13.388,13.392,13.375,13.377,1095.0
2025-05-06 15:16:00,13.378,13.396,13.378,13.396,1952.0
2025-05-06 15:17:00,13.398,13.401,13.371,13.401,5866.0
2025-05-06 15:18:00,13.403,13.423,13.401,13.418,2487.0
2025-05-06 15:19:00,13.422,13.441,13.422,13.438,1279.0
2025-05-06 15:20:00,13.439,13.451,13.439,13.446,3038.0
2025-05-06 15:21:00,13.446,13.459,13.429,13.43,1202.0
2025-05-06 15:22:00,13.426,13.437,13.425,13.425,1630.0
2025-05-06 15:23:00,13.426,13.442,13.426,13.442,1130.0
2025-05-06 15:24:00,13.443,13.451,13.442,13.448,781.0
2025-05-06 15:25:00,13.449,13.457,13.439,13.454,1743.0
2025-05-06 15:26:00,13.453,13.463,13.448,13.463,1084.0
2025-05-06 15:27:00,13.463,13.463,13.447,13.447,5291.0
2025-05-06 15:28:00,13.447,13.448,13.437,13.439,904.0
2025-05-06 15:29:00,13.441,13.441,13.435,13.436,809.0
2025-05-06 15:30:00,13.434,13.448,13.433,13.436,1372.0
2025-05-06 15:31:00,13.44,13.442,13.418,13.422,861.0
2025-05-06 15:32:00,13.422,13.431,13.419,13.431,925.0
2025-05-06 15:33:00,13.431,13.458,13.421,13.458,1130.0
2025-05-06 15:34:00,13.457,13.475,13.454,13.469,1334.0
2025-05-06 15:35:00,13.467,13.469,13.455,13.458,3741.0
2025-05-06 15:36:00,13.459,13.468,13.456,13.462,2219.0
2025-05-06 15:37:00,13.463,13.463,13.446,13.455,1458.0
2025-05-06 15:38:00,13.452,13.455,13.45,13.451,1336.0
2025-05-06 15:39:00,13.451,13.454,13.446,13.449,837.0
2025-05-06 15:40:00,13.448,13.455,13.446,13.448,2129.0
2025-05-06 15:41:00,13.45,13.456,13.436,13.436,417.0
2025-05-06 15:42:00,13.436,13.436,13.416,13.422,2338.0
2025-05-06 15:43:00,13.422,13.422,13.411,13.413,766.0
