timestamp,open,high,low,close,volume
2025-05-06 15:11:00,142.25,142.46,142.24,142.46,3672.83
2025-05-06 15:12:00,142.46,142.49,142.37,142.48,3054.53
2025-05-06 15:13:00,142.48,142.68,142.46,142.67,3739.72
2025-05-06 15:14:00,142.68,142.77,142.58,142.77,8076.44
2025-05-06 15:15:00,142.77,142.84,142.71,142.74,2987.56
2025-05-06 15:16:00,142.75,142.85,142.67,142.77,2743.31
2025-05-06 15:17:00,142.77,142.77,142.5,142.73,2701.96
2025-05-06 15:18:00,142.73,142.91,142.73,142.87,3490.21
2025-05-06 15:19:00,142.88,143.08,142.87,143.04,6047.96
2025-05-06 15:20:00,143.04,143.16,143.04,143.06,3809.23
2025-05-06 15:21:00,143.06,143.16,142.95,142.95,3888.25
2025-05-06 15:22:00,142.94,143.06,142.94,142.95,3742.84
2025-05-06 15:23:00,142.95,143.15,142.95,143.14,1835.67
2025-05-06 15:24:00,143.15,143.26,143.15,143.21,5048.12
2025-05-06 15:25:00,143.21,143.33,143.19,143.33,3254.85
2025-05-06 15:26:00,143.33,143.5,143.28,143.48,8112.7
2025-05-06 15:27:00,143.49,143.52,143.35,143.35,4230.39
2025-05-06 15:28:00,143.34,143.39,143.26,143.39,3594.64
2025-05-06 15:29:00,143.39,143.47,143.38,143.44,2514.04
2025-05-06 15:30:00,143.44,143.56,143.38,143.44,5771.49
2025-05-06 15:31:00,143.44,143.53,143.21,143.23,4620.6
2025-05-06 15:32:00,143.23,143.34,143.21,143.34,1656.38
2025-05-06 15:33:00,143.34,143.64,143.25,143.64,5377.23
2025-05-06 15:34:00,143.64,143.78,143.58,143.75,10563.67
2025-05-06 15:35:00,143.74,143.82,143.7,143.79,9589.97
2025-05-06 15:36:00,143.79,143.84,143.7,143.72,10700.02
2025-05-06 15:37:00,143.72,143.73,143.55,143.69,3941.05
2025-05-06 15:38:00,143.7,143.75,143.64,143.69,7394.91
2025-05-06 15:39:00,143.68,143.72,143.61,143.68,4361.51
